task_identifier,task_description,golden_steps,app_package,app_name,trajectory_id,original_goal,task_reasonable,task_completed,task_id,difficulty_level,core_functionality,variation_type,prerequisites
260204170920.353124_268F8E93AA691627-006,"In Pro Expense, first add a new expense 'Iced Coffee' for $6.50 under the 'Food' category. Then, for all expenses with 'Coffee' in their name (e.g., 'Coffee and Pastry', 'Iced Coffee'), change their category to 'Social' and add the note 'Caffeine fix'.",20,com.arduia.expense,Pro Expense,260204170920.353124_268F8E93AA691627,"Use the plus button to add a new expense of 25.50 USD for ""Gas"" under the ""Transportation"" category.",TRUE,TRUE,task_6,,batch_editing_by_name,step_progression,The app must contain a 'Coffee and Pastry' expense.
260204170920.353124_268F8E93AA691627-007,"In Pro Expense, edit the main INCOME entry, changing its amount to $4,500. Then, delete all expenses that cost more than $20. Finally, what is the new total 'OUTCOME'?",16,com.arduia.expense,Pro Expense,260204170920.353124_268F8E93AA691627,"Use the plus button to add a new expense of 25.50 USD for ""Gas"" under the ""Transportation"" category.",TRUE,TRUE,task_7,,income_editing_and_conditional_deletion,scenario_application,The app must have an income entry and at least one expense over $20.
260204171530.354474_CDDAAC1BCC995DE4-001,"In Pro Expense, for all expenses currently in the 'Food' category (e.g., 'Coffee and Pastry', 'Dinner'), if their amount is less than $20.00, re-categorize them to 'Social' and add the note 'Casual meal'.",16,com.arduia.expense,Pro Expense,260204171530.354474_CDDAAC1BCC995DE4,"Tap the plus button to log a new income of 1,200 USD with the description ""Monthly Salary"".",TRUE,TRUE,task_1,,Conditional batch editing (category and note),scenario_application,Assumes at least two expenses exist in the 'Food' category with amounts less than $20.
260204171530.354474_CDDAAC1BCC995DE4-002,"In Pro Expense, first add a new expense 'Lunch' for $12.50 in the 'Food' category. After adding it, what is the new total amount for all expenses in the 'Food' category?",12,com.arduia.expense,Pro Expense,260204171530.354474_CDDAAC1BCC995DE4,"Tap the plus button to log a new income of 1,200 USD with the description ""Monthly Salary"".",TRUE,TRUE,task_2,,Adding an item and state retrieval/calculation,step_progression,None
260204171530.354474_CDDAAC1BCC995DE4-003,"In Pro Expense, add two identical income entries for 'Client Payment' of $500 each. Afterwards, delete all but one of the 'Client Payment' entries, ensuring only a single instance remains.",18,com.arduia.expense,Pro Expense,260204171530.354474_CDDAAC1BCC995DE4,"Tap the plus button to log a new income of 1,200 USD with the description ""Monthly Salary"".",TRUE,TRUE,task_3,,Creating and deleting duplicate income entries,scenario_application,None
260204171530.354474_CDDAAC1BCC995DE4-004,"In Pro Expense, for every expense that occurred 'Today', edit each one to change its date to the last day of the previous month.",32,com.arduia.expense,Pro Expense,260204171530.354474_CDDAAC1BCC995DE4,"Tap the plus button to log a new income of 1,200 USD with the description ""Monthly Salary"".",TRUE,TRUE,task_4,,Batch editing of dates,scenario_application,Assumes multiple expenses exist with the date set to 'Today'.
260204171530.354474_CDDAAC1BCC995DE4-005,"In Pro Expense, first navigate to settings and create a new expense category named 'Personal Spending'. Then, return to the main screen and re-categorize all expenses from the 'Food' category to 'Personal Spending'. Finally, navigate back to settings and delete the now-empty 'Food' category.",25,com.arduia.expense,Pro Expense,260204171530.354474_CDDAAC1BCC995DE4,"Tap the plus button to log a new income of 1,200 USD with the description ""Monthly Salary"".",TRUE,TRUE,task_5,,"Category management (create, use, delete)",step_progression,Assumes the app allows for the creation and deletion of categories in settings.
260204171530.354474_CDDAAC1BCC995DE4-006,"In Pro Expense, add a new income 'Bonus' of $500. Then, delete the two most expensive expense items currently listed ('Groceries' and 'Gas').",15,com.arduia.expense,Pro Expense,260204171530.354474_CDDAAC1BCC995DE4,"Tap the plus button to log a new income of 1,200 USD with the description ""Monthly Salary"".",TRUE,TRUE,task_6,,Income creation and conditional batch deletion,scenario_application,None
260204171809.798090_045BA3A5A648CFE7-001,"In Pro Expense, review all expenses. For any expense with 'Pastry' or 'Dinner' in its name, change its category to 'Social' and add the note 'Evening Outing'.",16,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_1,,Conditional batch editing,scenario_application,The main screen must show expenses named 'Coffee and Pastry' and 'Dinner'.
260204171809.798090_045BA3A5A648CFE7-002,"In Pro Expense, navigate to settings and rename the 'Social' category to 'Leisure'. Then, return to the main screen and add two new expenses under the 'Leisure' category: 'Movie Ticket' for $15.00 and 'Concert' for $80.00.",23,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_2,,Settings management and expense creation,step_progression,The app must have a 'Social' category in its settings.
260204171809.798090_045BA3A5A648CFE7-003,"In Pro Expense, add a new income entry 'Side Job' for $250. Then, find the most expensive expense item on the screen ('Groceries' at $45.99) and delete it. Finally, what is the new 'BALANCE' for the week?",15,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_3,,"Income management, conditional deletion, and question answering",scenario_application,The 'Groceries' expense must be the most expensive one visible on the screen.
260204171809.798090_045BA3A5A648CFE7-004,"Add the following five expenses into Pro Expense, ensuring each has the correct category. After adding them all, scroll to the bottom of the 'Recent' list and delete the 'Dinner' expense.
Expense: Train Ticket, $85.20, Transportation
Expense: Concert, $150.00, Entertainment
Expense: Charity Donation, $25.00, Social
Expense: Home Repair, $210.75, Housing
Expense: Subscription, $9.99, Entertainment",34,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_4,,"Batch expense creation, scrolling, and deletion",step_progression,The app must have the specified expense categories available.
260204171809.798090_045BA3A5A648CFE7-005,"In Pro Expense, find the 'Groceries' transaction and edit its date to be the first day of the current week (Sunday). Then, find the 'Monthly Salary' transaction and change its date to be last Friday.",15,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_5,,Date manipulation,parameter_change,The main screen must show 'Groceries' and 'Monthly Salary' transactions.
260204171809.798090_045BA3A5A648CFE7-006,"In Pro Expense, first add a new expense 'Lunch' for $12.50 in the 'Food' category. Then, use a long-press to select and delete all expenses in the 'Food' category that cost more than $15.00.",18,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_6,,Expense creation and conditional batch deletion,scenario_application,The app must have a 'Food' category.
260204171809.798090_045BA3A5A648CFE7-007,"In Pro Expense, calculate the total amount for all expenses categorized under 'Food' (e.g., Groceries, Coffee, Dinner). Then, add a new income entry named 'Food Budget Refund' with an amount equal to 25% of that total.",20,com.arduia.expense,Pro Expense,260204171809.798090_045BA3A5A648CFE7,"Tap on the ""Dinner"" transaction in the 'Recent' list to view its details.",TRUE,TRUE,task_7,,"Data retrieval, calculation, and income creation",scenario_application,There must be multiple expenses in the 'Food' category to sum up.
260204172542.037625_E1C7869488FF3CA1-001,"In Pro Expense, perform a series of updates: first, change the 'Groceries' expense to be $50.00 and add the note 'Weekly restock'. Second, change the 'Coffee and Pastry' expense to be categorized as 'Social'. Finally, delete the 'Dinner' transaction that occurred at 11:08 AM.",18,com.arduia.expense,Pro Expense,260204172542.037625_E1C7869488FF3CA1,"Select the ""Dinner"" transaction from the ""Recent"" list and edit its amount from 18.75 USD to 20.50 USD.",TRUE,TRUE,task_1,,"Multi-item, multi-type modifications (edit amount/note, edit category, delete)",step_progression,"The main screen must show expenses for 'Groceries', 'Coffee and Pastry', and a 'Dinner' at 11:08 AM."
260204172542.037625_E1C7869488FF3CA1-002,"In Pro Expense, navigate to settings via the hamburger menu and create a new expense category named 'Health'. After creating it, return to the main screen and add two new expenses under this new 'Health' category: 'Medicine' for $19.99 and 'Vitamins' for $25.50.",22,com.arduia.expense,Pro Expense,260204172542.037625_E1C7869488FF3CA1,"Select the ""Dinner"" transaction from the ""Recent"" list and edit its amount from 18.75 USD to 20.50 USD.",TRUE,TRUE,task_2,,"Settings navigation, category creation, multi-item creation",scenario_application,The app must be on the main screen with the hamburger menu visible.
260204172542.037625_E1C7869488FF3CA1-003,"In Pro Expense, calculate the total amount of all expenses in the 'Food' category (represented by the burger icon). Then, add a new income entry named 'Food Reimbursement' with an amount equal to 50% of that calculated total.",15,com.arduia.expense,Pro Expense,260204172542.037625_E1C7869488FF3CA1,"Select the ""Dinner"" transaction from the ""Recent"" list and edit its amount from 18.75 USD to 20.50 USD.",TRUE,TRUE,task_3,,"Data extraction, calculation, and new income entry",agent_answer_space,There must be multiple expenses visible under the 'Food' category.
260204172542.037625_E1C7869488FF3CA1-004,"In Pro Expense, delete all expenses that were recorded before 12:00 PM today using a single batch operation. After they are deleted, what is the new total 'OUTCOME'?",12,com.arduia.expense,Pro Expense,260204172542.037625_E1C7869488FF3CA1,"Select the ""Dinner"" transaction from the ""Recent"" list and edit its amount from 18.75 USD to 20.50 USD.",TRUE,TRUE,task_4,,Conditional batch deletion (long-press) and state observation,step_progression,There must be multiple expenses with timestamps before noon visible on the main screen.
260204173302.837318_7C5BC48E771174D9-001,"In Pro Expense, navigate to settings, rename the existing 'Housing' category to 'Home Expenses', and then delete the 'Entertainment' category.",18,com.arduia.expense,Pro Expense,260204173302.837318_7C5BC48E771174D9,"Add a new expense of 25.50 USD for ""Lunch"" and verify it appears at the top of the ""Recent"" list.",TRUE,TRUE,task_1,,"Category Management (Rename, Delete)",scenario_application,The app must have 'Housing' and 'Entertainment' as default or existing categories.
260204173302.837318_7C5BC48E771174D9-002,"In Pro Expense, review all expenses in the 'Recent' list. For every expense with an amount greater than $20.00, edit its note to read 'High Value'.",16,com.arduia.expense,Pro Expense,260204173302.837318_7C5BC48E771174D9,"Add a new expense of 25.50 USD for ""Lunch"" and verify it appears at the top of the ""Recent"" list.",TRUE,TRUE,task_2,,Conditional Batch Editing,step_progression,There must be at least two expenses with amounts over $20.00 visible on the screen.
260204173302.837318_7C5BC48E771174D9-003,"In Pro Expense, first add a new income entry for 'Side Hustle' for $150. Then, delete the two most recent 'Dinner' expenses. Finally, what is the new total 'OUTCOME' for the week?",22,com.arduia.expense,Pro Expense,260204173302.837318_7C5BC48E771174D9,"Add a new expense of 25.50 USD for ""Lunch"" and verify it appears at the top of the ""Recent"" list.",TRUE,TRUE,task_3,,"Multi-step Workflow (Add Income, Delete Expense), Question Answering",scenario_application,There must be at least two expenses named 'Dinner' visible on the screen.
260204173302.837318_7C5BC48E771174D9-004,"In Pro Expense, first change the category for all expenses named 'Dinner' to 'Social'. Then, add a new income entry named 'Reimbursement' with an amount equal to the total of all expenses now in the 'Social' category.",25,com.arduia.expense,Pro Expense,260204173302.837318_7C5BC48E771174D9,"Add a new expense of 25.50 USD for ""Lunch"" and verify it appears at the top of the ""Recent"" list.",TRUE,TRUE,task_4,,"Batch Editing, Data Aggregation, Dynamic Data Entry",step_progression,There must be at least two expenses named 'Dinner' visible on the screen.
260204173302.837318_7C5BC48E771174D9-005,"In Pro Expense, add a new expense 'Gift' for $50.00 under the 'Social' category. Then, add a new income 'Refund' for $25.00. Finally, use a long-press to delete all expenses in the 'Food' category in a single operation.",28,com.arduia.expense,Pro Expense,260204173302.837318_7C5BC48E771174D9,"Add a new expense of 25.50 USD for ""Lunch"" and verify it appears at the top of the ""Recent"" list.",TRUE,TRUE,task_5,,"Multi-step Workflow (Add Expense, Add Income, Batch Delete)",scenario_application,The app must have multiple expenses in the 'Food' category.
260204173302.837318_7C5BC48E771174D9-006,"In Pro Expense, find the total amount of all expenses from 'Today'. Then, navigate to settings and create a new income category named 'Daily Total'. Finally, return to the main screen and add a new income entry named 'Day Recap' with the calculated total amount, assigning it to the 'Daily Total' category.",35,com.arduia.expense,Pro Expense,260204173302.837318_7C5BC48E771174D9,"Add a new expense of 25.50 USD for ""Lunch"" and verify it appears at the top of the ""Recent"" list.",TRUE,TRUE,task_6,,"Data Aggregation, Category Management, Dynamic Data Entry",step_progression,There must be multiple expenses from 'Today' visible on the screen.
260204174323.920651_3C2B5B88ECB4BBC4-001,"In Pro Expense, navigate to settings, rename the 'Social' category to 'Personal Fun', and then return to the main screen and re-categorize the 'Dinner' expense to this new 'Personal Fun' category.",18,com.arduia.expense,Pro Expense,260204174323.920651_3C2B5B88ECB4BBC4,"Tap the plus button, enter a new expense named ""Morning Coffee"" for 4.50 USD under the ""Food"" category, and save it.",TRUE,TRUE,task_1,,Category management (rename) and expense editing (re-categorize).,step_progression,The app must have a 'Social' category in settings and a 'Dinner' expense on the main screen.
260204174323.920651_3C2B5B88ECB4BBC4-002,"In Pro Expense, calculate the total amount for all expenses in the 'Food' category (Groceries, Dinner, Lunch). Then, add a new income entry named 'Food Budget' with this calculated total amount.",15,com.arduia.expense,Pro Expense,260204174323.920651_3C2B5B88ECB4BBC4,"Tap the plus button, enter a new expense named ""Morning Coffee"" for 4.50 USD under the ""Food"" category, and save it.",TRUE,TRUE,task_2,,"Reading data, performing calculations, and adding a new income entry.",scenario_application,Multiple expenses categorized as 'Food' must be visible on the main screen.
260204174323.920651_3C2B5B88ECB4BBC4-003,"In Pro Expense, for any expense from 'Today' with an amount over $40, change its category to 'Housing' and add a note that says 'Major Purchase'.",14,com.arduia.expense,Pro Expense,260204174323.920651_3C2B5B88ECB4BBC4,"Tap the plus button, enter a new expense named ""Morning Coffee"" for 4.50 USD under the ""Food"" category, and save it.",TRUE,TRUE,task_3,,Conditional editing of multiple expense entries based on their amount.,scenario_application,"At least two expenses from 'Today' with amounts greater than $40 must be visible (e.g., 'Groceries' and 'Gas')."
260204174323.920651_3C2B5B88ECB4BBC4-004,"In Pro Expense, first add a new income entry 'Paycheck' for $1500. Then, add two new expenses: 'Rent' for $800 (Housing) and 'Utilities' for $120 (Housing). Finally, delete the 'Groceries' expense. After all actions, what is the new total 'BALANCE' for the week (INCOME minus OUTCOME)?",25,com.arduia.expense,Pro Expense,260204174323.920651_3C2B5B88ECB4BBC4,"Tap the plus button, enter a new expense named ""Morning Coffee"" for 4.50 USD under the ""Food"" category, and save it.",TRUE,TRUE,task_4,,"Multi-step workflow involving adding income, adding multiple expenses, deleting an expense, and question-answering.",step_progression,A 'Groceries' expense must be present on the main screen.
260204174323.920651_3C2B5B88ECB4BBC4-005,"In Pro Expense, add two new expenses for 'Gas', one for $50.00 and another for $52.50, both in the 'Transportation' category. Then, delete only the 'Gas' expense that is exactly $50.00.",17,com.arduia.expense,Pro Expense,260204174323.920651_3C2B5B88ECB4BBC4,"Tap the plus button, enter a new expense named ""Morning Coffee"" for 4.50 USD under the ""Food"" category, and save it.",TRUE,TRUE,task_5,,"Adding multiple similar items and performing a precise, conditional deletion.",scenario_application,The app must have a 'Transportation' category available.
260204174323.920651_3C2B5B88ECB4BBC4-006,"In Pro Expense, use a long-press to select and delete all expenses from 'Today' that are in the 'Food' category and have an amount less than $30. After the deletion, what is the new total 'OUTCOME' for the week?",12,com.arduia.expense,Pro Expense,260204174323.920651_3C2B5B88ECB4BBC4,"Tap the plus button, enter a new expense named ""Morning Coffee"" for 4.50 USD under the ""Food"" category, and save it.",TRUE,TRUE,task_6,,Conditional batch deletion and question-answering.,scenario_application,"Multiple 'Food' category expenses from 'Today' must exist, with at least two having an amount less than $30 (e.g., 'Dinner' and 'Lunch')."
260204174833.758982_D1EB4C8C4E5E4847-001,"In Pro Expense, first add two new expenses: 'Snack' for $8.00 (Food) and 'Magazine' for $6.50 (Entertainment). Then, use a long-press to delete all expenses from any category that have an amount less than $10.00.",17,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_1,,"Batch Deletion, Conditional Logic, Expense Creation",step_progression,The app should be on the main screen with existing expenses visible.
260204174833.758982_D1EB4C8C4E5E4847-002,"In Pro Expense, navigate to settings and create a new expense category named ""Commute"". Return to the main screen and re-categorize the ""Gas"" expense to this new ""Commute"" category. Finally, navigate back to settings and delete the now-empty ""Transportation"" category.",20,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_2,,"Category Management (Create, Re-categorize, Delete)",scenario_application,An expense named 'Gas' must exist and be categorized under 'Transportation'.
260204174833.758982_D1EB4C8C4E5E4847-003,"In Pro Expense, for all expenses that occurred 'Today', edit each one to change its date to yesterday.",20,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_3,,"Batch Editing, Date Manipulation",scenario_application,There must be multiple expenses listed with the date 'Today'.
260204174833.758982_D1EB4C8C4E5E4847-004,"In Pro Expense, first add a new expense 'Iced Coffee' for $6.25. Then, for all expenses with 'Coffee' in the name, change their category to 'Social' and add the note 'Client Meeting'.",18,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_4,,"Batch Editing, Conditional Logic, Expense Creation",step_progression,An expense with 'Morning Coffee' in the name must exist.
260204174833.758982_D1EB4C8C4E5E4847-005,"In Pro Expense, add two new identical expenses for 'Morning Coffee' with an amount of $4.50. Afterwards, delete all but one of the 'Morning Coffee' expenses to remove the duplicate entries.",18,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_5,,"Deduplication, Batch Deletion, Expense Creation",scenario_application,An expense named 'Morning Coffee' with amount $4.50 must already exist.
260204174833.758982_D1EB4C8C4E5E4847-006,"In Pro Expense, calculate the sum of the 'Gas' and 'Groceries' expenses. Then, add a new income entry named 'Reimbursement' with this calculated amount.",15,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_6,,"Data Retrieval, Calculation, Income Creation",scenario_application,Expenses for 'Gas' and 'Groceries' with visible amounts must be present on the main screen.
260204174833.758982_D1EB4C8C4E5E4847-007,"In Pro Expense, navigate to settings and change the currency to GBP. Return to the main screen, then edit the 'Groceries' expense to be 40.00 GBP and the 'Gas' expense to be 45.00 GBP.",22,com.arduia.expense,Pro Expense,260204174833.758982_D1EB4C8C4E5E4847,"Tap the add transaction button, enter an expense of 15.75 USD with the category ""Lunch"" and the note ""Taco Tuesday"", and save it.",TRUE,TRUE,task_7,,"Settings Management, Batch Editing",step_progression,Expenses for 'Groceries' and 'Gas' must be visible on the main screen.
260204175344.036774_7CB2DF07FC9CD0F7-001,"Add the following expenses into Pro Expense:
Expense: Taxi Ride
 amount_dollars: $32.80
 category_name: Transportation
 note: To airport

Expense: Movie Tickets
 amount_dollars: $28.00
 category_name: Entertainment
 note: Weekend movie

Expense: Dinner with Client
 amount_dollars: $78.50
 category_name: Social
 note: Reimbursable",27,com.arduia.expense,Pro Expense,260204175344.036774_7CB2DF07FC9CD0F7,"Tap the floating plus button, add a new expense of ""18.50 USD"" for ""Dinner"" with the note ""Pizza with friends"", and save it to see it appear in the ""Recent"" list.",TRUE,TRUE,task_1,,Batch Data Entry,step_progression,The app should be on the main screen.
260204175344.036774_7CB2DF07FC9CD0F7-002,"In Pro Expense, review all expenses from 'Today'. For any expense logged before 12:00 PM, edit its note to say 'Morning Expense'.",15,com.arduia.expense,Pro Expense,260204175344.036774_7CB2DF07FC9CD0F7,"Tap the floating plus button, add a new expense of ""18.50 USD"" for ""Dinner"" with the note ""Pizza with friends"", and save it to see it appear in the ""Recent"" list.",TRUE,TRUE,task_2,,Conditional Batch Editing,scenario_application,"The 'Recent' list must contain expenses from 'Today' with timestamps before noon, such as 'Lunch', 'Morning Coffee', and 'Gas' as shown in the screenshots."
260204175344.036774_7CB2DF07FC9CD0F7-003,"In Pro Expense, first add a new expense 'Sandwich' for $9.50 in the 'Food' category. Then, for every expense in the 'Food' category (burger icon), if its amount is less than $10, change its name to 'Snack'.",18,com.arduia.expense,Pro Expense,260204175344.036774_7CB2DF07FC9CD0F7,"Tap the floating plus button, add a new expense of ""18.50 USD"" for ""Dinner"" with the note ""Pizza with friends"", and save it to see it appear in the ""Recent"" list.",TRUE,TRUE,task_3,,Conditional Batch Editing,step_progression,"The app should have existing expenses in the 'Food' category with amounts less than $10, such as 'Morning Coffee'."
260204175344.036774_7CB2DF07FC9CD0F7-004,"In Pro Expense, navigate to settings and create a new expense category named 'Daily'. Then, return to the main screen and re-categorize both 'Lunch' and 'Morning Coffee' to this new 'Daily' category.",22,com.arduia.expense,Pro Expense,260204175344.036774_7CB2DF07FC9CD0F7,"Tap the floating plus button, add a new expense of ""18.50 USD"" for ""Dinner"" with the note ""Pizza with friends"", and save it to see it appear in the ""Recent"" list.",TRUE,TRUE,task_4,,Category Management,scenario_application,The app must have a settings menu accessible from the main screen that allows category creation.
260204175344.036774_7CB2DF07FC9CD0F7-005,"In Pro Expense, first add a new income entry 'Refund' for $75. Then, use a long-press to select and delete both the 'Gas' and 'Morning Coffee' expenses. Finally, edit the 'Groceries' expense to change its amount to $49.99.",16,com.arduia.expense,Pro Expense,260204175344.036774_7CB2DF07FC9CD0F7,"Tap the floating plus button, add a new expense of ""18.50 USD"" for ""Dinner"" with the note ""Pizza with friends"", and save it to see it appear in the ""Recent"" list.",TRUE,TRUE,task_5,,"Multi-step Workflow (Income, Deletion, Editing)",step_progression,"The app must have 'Gas', 'Morning Coffee', and 'Groceries' expenses visible on the main screen."
260204180536.821978_615E34AAF860E8F6-001,"In Pro Expense, navigate to settings, create a new expense category named 'Work', and then delete the existing 'Social' category. Finally, return to the main screen.",20,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_1,,Category Management (Creation and Deletion),step_progression,The app must be on the main screen with the hamburger menu visible.
260204180536.821978_615E34AAF860E8F6-002,"In Pro Expense, for every expense from 'Today' with an amount less than $20.00, edit its note to say 'Small Expense'.",25,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_2,,Conditional Batch Editing,scenario_application,"There must be multiple expenses from 'Today', with at least two having an amount under $20.00 (e.g., 'Lunch', 'Morning Coffee', 'Dinner')."
260204180536.821978_615E34AAF860E8F6-003,"In Pro Expense, first calculate the total amount of all expenses visible on the screen ('Groceries', 'Lunch', 'Morning Coffee', 'Dinner'). Then, add a new income entry named 'Daily Reimbursement' with this calculated total amount.",18,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_3,,Data Aggregation and Entry,scenario_application,The main screen must show at least three expenses with visible amounts.
260204180536.821978_615E34AAF860E8F6-004,"In Pro Expense, use a long-press to select and delete all expenses from 'Today' except for the 'Groceries' expense in a single batch operation.",15,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_4,,Batch Deletion with Condition,step_progression,The main screen must show 'Groceries' and at least two other expenses from 'Today'.
260204180536.821978_615E34AAF860E8F6-005,"In Pro Expense, navigate to settings and rename the 'Housing' category to 'Home & Utilities'. Then, return to the main screen and add a new expense 'Electricity Bill' for $75.50 under this newly renamed 'Home & Utilities' category.",28,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_5,,Category Management and Expense Entry,step_progression,The 'Housing' category must exist in the settings.
260204180536.821978_615E34AAF860E8F6-006,"In Pro Expense, first add a new expense 'Client Coffee' for $12.00 under the 'Social' category. Then, edit the 'Groceries' expense to change its category to 'Housing'. Finally, delete the 'Dinner' expense.",26,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_6,,Multi-step Transaction Management,step_progression,The main screen must show 'Groceries' and 'Dinner' expenses.
260204180536.821978_615E34AAF860E8F6-007,"In Pro Expense, find all expenses in the 'Food' category (burger icon). For each one, increase its amount by $2.00 and add the note 'Price Adjustment'.",30,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_7,,Batch Editing with Calculation,scenario_application,There must be at least three expenses in the 'Food' category.
260204180536.821978_615E34AAF860E8F6-008,"Delete all but one of any expenses in Pro Expense that are exact duplicates, ensuring at least one instance of each unique expense remains. To test this, first add two new identical expenses for 'Morning Coffee' for $4.50.",35,com.arduia.expense,Pro Expense,260204180536.821978_615E34AAF860E8F6,"Tap the floating plus button, switch to the ""Income"" tab, add an income of ""250 USD"" for the ""Freelance"" category, and confirm the ""INCOME"" total updates to ""6,450 USD"".",TRUE,TRUE,task_8,,Duplicate Creation and Deletion,scenario_application,The app is on the main screen.
260204181312.759546_3D916ABF5C2F7E96-000,"Tap on the ""Gas"" transaction in the ""Recent"" list, edit the amount from ""50 USD"" to ""52.75 USD"", and save the change.",0,com.arduia.expense,Pro Expense,260204181312.759546_3D916ABF5C2F7E96,"Tap on the ""Gas"" transaction in the ""Recent"" list, edit the amount from ""50 USD"" to ""52.75 USD"", and save the change.",TRUE,FALSE,,,,,
260204181828.992898_0B4D55FCC3978C69-001,"In Pro Expense, for all expenses in the 'Food' category (burger icon), if the amount is greater than $10.00, change the category to 'Social' and add the note 'Dining Out'. If the amount is less than $5.00, delete the expense.",25,com.arduia.expense,Pro Expense,260204181828.992898_0B4D55FCC3978C69,"Add a new income transaction of 250 USD with the description ""Freelance Project"" and verify the ""Totals"" income has updated.",TRUE,TRUE,task_1,,Conditional batch editing and deletion,scenario_application,"The app should have multiple expenses in the 'Food' category with amounts both above $10 and below $5, such as 'Groceries', 'Lunch', and 'Morning Coffee'."
260204181828.992898_0B4D55FCC3978C69-002,"In Pro Expense, calculate the total cost of all expenses from 'Today'. Add a new income entry named 'Daily Reimbursement' with this calculated total. Finally, edit the 'Groceries' expense to change its date to yesterday.",20,com.arduia.expense,Pro Expense,260204181828.992898_0B4D55FCC3978C69,"Add a new income transaction of 250 USD with the description ""Freelance Project"" and verify the ""Totals"" income has updated.",TRUE,TRUE,task_2,,"Data retrieval, calculation, income entry, and date editing",multi-step_workflow,There must be several expenses listed for 'Today' to make the calculation meaningful.
